p_match,inns,bat,p_bat,team_bat,bowl,p_bowl,team_bowl,ball,ball_id,outcome,score,out,dismissal,p_out,over,noball,wide,byes,legbyes,cur_bat_runs,cur_bat_bf,cur_bowl_ovr,cur_bowl_wkts,cur_bowl_runs,inns_runs,inns_wkts,inns_balls,inns_runs_rem,inns_balls_rem,inns_rr,inns_rrr,target,max_balls,date,year,ground,country,winner,toss,competition,bat_hand,bowl_style,bowl_kind,batruns,ballfaced,bowlruns,bat_out,wagonX,wagonY,wagonZone,line,length,shot,control,predscore,wprob
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,7.03,four,4,False,,50238,8,0,0,0,0,14,14,1.3,1,13,58,3,45,149.0,75,7.73,11.92,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,7.04,four,4,False,,50238,8,0,0,0,0,18,15,1.4,1,17,62,3,46,145.0,74,8.08,11.75,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,7.05,four,4,False,,50238,8,0,0,0,0,22,16,1.5,1,21,66,3,47,141.0,73,8.42,11.58,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,7.06,no run,0,False,,50238,8,0,0,0,0,22,17,2.0,1,21,66,3,48,141.0,72,8.25,11.75,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,15.01,no run,0,False,,50238,16,0,0,0,0,50,36,2.1,1,21,133,5,91,74.0,29,8.76,15.31,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,15.02,run,1,False,,50238,16,0,0,0,0,51,37,2.2,1,22,134,5,92,73.0,28,8.73,15.64,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,15.05,run,1,False,,50238,16,0,0,0,0,52,38,2.5,1,26,138,5,95,69.0,25,8.71,16.56,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,17.02,run,2,False,,50238,18,0,0,0,0,60,43,3.2,2,29,150,6,104,57.0,16,8.65,21.37,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,2,1,2,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,17.03,run,1,False,,50238,18,0,0,0,0,61,44,3.3,2,30,151,6,105,56.0,15,8.62,22.4,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,17.05,no run,0,False,,50238,18,0,0,0,0,61,45,3.5,2,31,152,6,107,55.0,13,8.52,25.38,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137452,2,Mahesh Priyadarshana,50238,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,17.06,out,0,True,caught,50238,18,0,0,0,0,61,45,4.0,3,31,152,7,108,55.0,12,8.44,27.5,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137452,2,Nimesh Vimukthi,1070154,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,15.03,run,2,False,,1070154,16,0,0,0,0,7,4,2.3,1,24,136,5,93,71.0,27,8.77,15.77,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,2,1,2,True,0,0,0,,,,,-1,-1.0
1137452,2,Nimesh Vimukthi,1070154,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,15.04,run,1,False,,1070154,16,0,0,0,0,8,5,2.4,1,25,137,5,94,70.0,26,8.74,16.15,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137452,2,Nimesh Vimukthi,1070154,Police Sports Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,15.06,out,0,True,bowled,1070154,16,0,0,0,0,8,5,3.0,2,26,138,6,96,69.0,24,8.62,17.25,207.0,120,2018-02-25,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Nondescripts Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137485,2,Thikshila de Silva,807469,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,0.01,run,2,False,,807469,1,1,0,0,0,1,1,0.0,0,2,2,0,0,122.0,78,0.0,9.38,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,1,1,2,True,0,0,0,,,,,-1,-1.0
1137485,2,Thikshila de Silva,807469,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,0.03,four,4,False,,807469,1,0,0,0,0,5,2,0.2,0,7,7,0,2,117.0,76,21.0,9.23,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1137485,2,Thikshila de Silva,807469,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,0.04,no run,0,False,,807469,1,0,0,0,0,5,3,0.3,0,7,7,0,3,117.0,75,14.0,9.36,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137485,2,Thikshila de Silva,807469,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,0.05,no run,0,False,,807469,1,0,0,0,0,5,4,0.4,0,7,7,0,4,117.0,74,10.5,9.48,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137485,2,Thikshila de Silva,807469,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,0.06,no run,0,False,,807469,1,0,0,0,0,5,5,0.5,0,7,7,0,5,117.0,73,8.4,9.61,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137485,2,Thikshila de Silva,807469,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,7,0.07,no run,0,False,,807469,1,0,0,0,0,5,6,1.0,0,7,7,0,6,117.0,72,7.0,9.75,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137485,2,Shehan Jayasuriya,422965,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,0.02,run,1,False,,422965,1,0,0,0,0,1,1,0.1,0,3,3,0,1,121.0,77,18.0,9.42,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137485,2,Shehan Jayasuriya,422965,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,2.01,out,0,True,bowled,422965,3,0,0,0,0,2,3,1.1,1,7,14,3,13,110.0,65,6.46,10.15,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1155323,1,Shehan Jayasuriya,422965,Colombo,Lasith Malinga,49758,Kandy,1,15.01,run,1,False,,422965,16,0,0,0,0,40,22,2.1,0,5,132,3,91,,0,8.7,,,0,2018-08-22,2018,"R Premadasa Stadium, Colombo",Sri Lanka,-,Colombo,SL2020,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1155323,1,Shehan Jayasuriya,422965,Colombo,Lasith Malinga,49758,Kandy,3,15.03,four,4,False,,422965,16,0,0,0,0,44,23,2.3,0,10,137,3,93,,0,8.83,,,0,2018-08-22,2018,"R Premadasa Stadium, Colombo",Sri Lanka,-,Colombo,SL2020,LHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1155323,1,Shehan Jayasuriya,422965,Colombo,Lasith Malinga,49758,Kandy,4,15.04,run,1,False,,422965,16,0,0,0,0,45,24,2.4,0,11,138,3,94,,0,8.8,,,0,2018-08-22,2018,"R Premadasa Stadium, Colombo",Sri Lanka,-,Colombo,SL2020,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1155323,1,Shehan Jayasuriya,422965,Colombo,Lasith Malinga,49758,Kandy,1,17.01,run,1,False,,422965,18,0,0,0,0,49,29,3.1,0,12,144,3,103,,0,8.38,,,0,2018-08-22,2018,"R Premadasa Stadium, Colombo",Sri Lanka,-,Colombo,SL2020,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1155323,1,Shehan Jayasuriya,422965,Colombo,Lasith Malinga,49758,Kandy,3,17.03,four,4,False,,422965,18,0,0,0,0,53,30,3.3,0,17,149,3,105,,0,8.51,,,0,2018-08-22,2018,"R Premadasa Stadium, Colombo",Sri Lanka,-,Colombo,SL2020,LHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1155323,1,Shehan Jayasuriya,422965,Colombo,Lasith Malinga,49758,Kandy,4,17.04,run,1,False,,422965,18,0,0,0,0,54,31,3.4,0,18,150,3,106,,0,8.49,,,0,2018-08-22,2018,"R Premadasa Stadium, Colombo",Sri Lanka,-,Colombo,SL2020,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137485,2,Sachithra Serasinghe,212754,Chilaw Marians Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,2.04,out,0,True,caught,212754,3,0,0,0,0,0,2,1.4,2,8,15,4,16,109.0,62,5.62,10.54,124.0,78,2018-03-02,2018,Colombo Cricket Club Ground,Sri Lanka,Nondescripts Cricket Club,Chilaw Marians Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Lasith Lakshan,821563,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,0.01,run,1,False,,821563,1,0,0,0,0,1,1,0.1,0,1,1,0,1,,0,6.0,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Lasith Lakshan,821563,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,0.05,no run,0,False,,821563,1,0,0,0,0,1,2,0.5,0,2,2,0,5,,0,2.4,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Lasith Lakshan,821563,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,0.06,run,1,False,,821563,1,0,0,0,0,2,3,1.0,0,3,3,0,6,,0,3.0,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Tillakaratne Sampath,50737,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,0.02,no run,0,False,,50737,1,0,0,0,0,0,1,0.2,0,1,1,0,2,,0,3.0,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Tillakaratne Sampath,50737,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,0.03,no run,0,False,,50737,1,0,0,0,0,0,2,0.3,0,1,1,0,3,,0,2.0,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Tillakaratne Sampath,50737,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,0.04,run,1,False,,50737,1,0,0,0,0,1,3,0.4,0,2,2,0,4,,0,3.0,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Tillakaratne Sampath,50737,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,4.01,run,1,False,,50737,5,0,0,0,0,21,17,1.1,0,4,31,1,25,,0,7.44,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Tillakaratne Sampath,50737,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,4.03,no run,0,False,,50737,5,0,0,0,0,21,18,1.3,0,5,32,1,27,,0,7.11,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Tillakaratne Sampath,50737,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,4.04,run,1,False,,50737,5,0,0,0,0,22,19,1.4,0,6,33,1,28,,0,7.07,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Raminda Wijesooriya,1131891,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,4.02,run,1,False,,1131891,5,0,0,0,0,1,1,1.2,0,5,32,1,26,,0,7.38,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Raminda Wijesooriya,1131891,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,4.05,out,0,True,bowled,1131891,5,0,0,0,0,1,2,1.5,1,6,33,2,29,,0,6.82,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Rumesh Buddika,366421,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,4.06,run,2,False,,366421,5,0,0,0,0,2,1,2.0,1,8,35,2,30,,0,7.0,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,2,1,2,True,0,0,0,,,,,-1,-1.0
1137464,1,Rumesh Buddika,366421,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,16.02,out,0,True,caught,366421,17,0,0,0,0,33,29,2.1,2,10,122,5,97,,0,7.54,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137464,1,Hashen Ramanayake,623700,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,16.04,run,2,False,,623700,17,0,0,0,0,2,1,2.3,2,13,125,5,99,,0,7.57,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,2,1,2,True,0,0,0,,,,,-1,-1.0
1137464,1,Hashen Ramanayake,623700,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,16.05,run,1,False,,623700,17,0,0,0,0,3,2,2.4,2,14,126,5,100,,0,7.56,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137464,1,Hashen Ramanayake,623700,Burgher Recreation Club,Lasith Malinga,49758,Nondescripts Cricket Club,7,16.07,run,1,False,,623700,17,0,0,0,0,4,3,3.0,3,15,127,6,102,,0,7.47,,,0,2018-02-27,2018,"Colts Cricket Club Ground, Colombo",Sri Lanka,Nondescripts Cricket Club,Burgher Recreation Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137475,1,Lahiru Milantha,699483,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,0.01,four,4,False,,699483,1,0,0,0,0,4,1,0.1,0,4,4,0,1,,0,24.0,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1137475,1,Lahiru Milantha,699483,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,2,0.02,no run,0,False,,699483,1,0,0,0,0,4,2,0.2,0,4,4,0,2,,0,12.0,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137475,1,Lahiru Milantha,699483,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,0.03,run,2,False,,699483,1,0,0,0,0,6,3,0.3,0,6,6,0,3,,0,12.0,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,2,1,2,True,0,0,0,,,,,-1,-1.0
1137475,1,Lahiru Milantha,699483,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,4,0.04,four,4,False,,699483,1,0,0,0,0,10,4,0.4,0,10,10,0,4,,0,15.0,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1137475,1,Lahiru Milantha,699483,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,5,0.05,no run,0,False,,699483,1,0,0,0,0,10,5,0.5,0,10,10,0,5,,0,12.0,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137475,1,Lahiru Milantha,699483,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,6,0.06,no run,0,False,,699483,1,0,0,0,0,10,6,1.0,0,10,10,0,6,,0,10.0,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1155331,1,Lahiru Milantha,699483,Galle,Lasith Malinga,49758,Kandy,1,2.01,no run,0,False,,699483,3,0,0,0,0,14,8,0.1,0,0,31,0,13,,0,14.3,,,0,2018-08-30,2018,Pallekele International Cricket Stadium,Sri Lanka,Kandy,Galle,SL2020,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1155331,1,Lahiru Milantha,699483,Galle,Lasith Malinga,49758,Kandy,2,2.02,run,2,False,,699483,3,1,0,0,0,15,9,0.1,0,2,33,0,13,,0,15.23,,,0,2018-08-30,2018,Pallekele International Cricket Stadium,Sri Lanka,Kandy,Galle,SL2020,LHB,RF,pace bowler,1,1,2,True,0,0,0,,,,,-1,-1.0
1155331,1,Lahiru Milantha,699483,Galle,Lasith Malinga,49758,Kandy,4,2.04,four,5,False,,699483,3,1,0,0,0,19,10,0.1,0,9,40,0,13,,0,18.46,,,0,2018-08-30,2018,Pallekele International Cricket Stadium,Sri Lanka,Kandy,Galle,SL2020,LHB,RF,pace bowler,4,1,5,True,0,0,0,,,,,-1,-1.0
1155331,1,Lahiru Milantha,699483,Galle,Lasith Malinga,49758,Kandy,5,2.05,four,4,False,,699483,3,0,0,0,0,23,11,0.2,0,13,44,0,14,,0,18.85,,,0,2018-08-30,2018,Pallekele International Cricket Stadium,Sri Lanka,Kandy,Galle,SL2020,LHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
1155331,1,Lahiru Milantha,699483,Galle,Lasith Malinga,49758,Kandy,6,2.06,bye,1,False,,699483,3,0,0,1,0,23,12,0.3,0,13,45,0,15,,0,18.0,,,0,2018-08-30,2018,Pallekele International Cricket Stadium,Sri Lanka,Kandy,Galle,SL2020,LHB,RF,pace bowler,0,1,0,True,0,0,0,,,,,-1,-1.0
1137475,1,Roshen Silva,237310,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,19.03,run,1,False,,237310,20,0,0,0,0,1,1,3.3,0,33,163,8,117,,0,8.35,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137475,1,Janith Liyanage,681681,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,19.01,run,1,True,run out,681681,20,0,0,0,0,4,4,3.1,0,31,161,8,115,,0,8.4,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137475,1,Akshu Fernando,362076,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,1,16.01,run,1,False,,362076,17,0,0,0,0,15,11,2.1,0,24,136,3,97,,0,8.41,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,1,1,1,True,0,0,0,,,,,-1,-1.0
1137475,1,Akshu Fernando,362076,Ragama Cricket Club,Lasith Malinga,49758,Nondescripts Cricket Club,3,16.03,four,4,False,,362076,17,0,0,0,0,19,12,2.3,0,29,141,3,99,,0,8.54,,,0,2018-03-01,2018,"Bloomfield Cricket and Athletic Club Ground, Colombo",Sri Lanka,Ragama Cricket Club,Ragama Cricket Club,SLC Twenty-20 Tournament,RHB,RF,pace bowler,4,1,4,True,0,0,0,,,,,-1,-1.0
